station,date,year,month,day,precip_mm_day,coverage,quality_flag,variable,mean,min,max
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),airTemp_Avg,14.9,3.3,24.9
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),rh,46.6,18.9,90.8
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),parDen_Avg,434,0,1530.5
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),swRadIn_Avg,226.2,-8.6,795
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),windSpd_Avg,3,0.7,5.8
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),windSpd_Min,2.1,0.1,4.2
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),windSpd_Max,4,1.1,8
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),windDir,180.6,118.5,261.5
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),dewPt_Avg,1.3,-0.3,3.2
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),vPress,0.7,0.6,0.8
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),vPressSat,1.9,0.8,3.2
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),airTemp_Min,14,2.8,24.8
BLBT,2025-10-19,2025,10,19,0,1,OK (>=90%),airTemp_Max,15.7,3.9,25.2
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),day,20,20,20
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),airTemp_Avg,17.7,7.7,27.3
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),rh,31.3,12.1,55.4
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),parDen_Avg,431.2,0,1522.3
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),swRadIn_Avg,229.9,-6.3,804.3
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),windSpd_Avg,2.6,0.8,5.3
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),windSpd_Min,1.7,0.2,3.8
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),windSpd_Max,3.6,1.4,6.9
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),windDir,215.1,123.5,319.4
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),dewPt_Avg,-1.1,-5,0.7
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),vPress,0.6,0.4,0.6
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),vPressSat,2.2,1.1,3.6
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),airTemp_Min,16.4,6.8,27
BLBT,2025-10-20,2025,10,20,0,1,OK (>=90%),airTemp_Max,18.7,8.6,27.4
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),day,21,21,21
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),airTemp_Avg,13.2,4.5,22.1
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),rh,46.1,21.9,77.5
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),parDen_Avg,425.2,0,1509.9
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),swRadIn_Avg,222.9,-5.1,784.8
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),windSpd_Avg,1.5,0.4,4
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),windSpd_Min,0.9,0.1,3.1
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),windSpd_Max,2.1,0.8,5
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),windDir,165.1,64.6,252
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),dewPt_Avg,0.8,-0.5,2.9
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),vPress,0.6,0.6,0.7
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),vPressSat,1.6,0.8,2.7
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),airTemp_Min,12,3.8,21.9
BLBT,2025-10-21,2025,10,21,0,1,OK (>=90%),airTemp_Max,14.3,6.2,22.3
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),day,22,22,22
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),airTemp_Avg,13.8,4.5,22.5
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),rh,51,25.3,85.7
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),parDen_Avg,316.8,0,1328.6
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),swRadIn_Avg,158.6,-8,677.4
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),windSpd_Avg,1.4,0.6,2.2
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),windSpd_Min,0.9,0.1,1.9
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),windSpd_Max,1.9,1,2.8
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),windDir,185.8,100.3,302.3
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),dewPt_Avg,2.7,0.9,5.5
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),vPress,0.7,0.7,0.9
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),vPressSat,1.7,0.8,2.7
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),airTemp_Min,12.9,4.1,22.4
BLBT,2025-10-22,2025,10,22,0,1,OK (>=90%),airTemp_Max,14.7,4.9,22.7
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),day,23,23,23
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),airTemp_Avg,17.9,11.3,25.3
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),rh,47.3,30,73.4
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),parDen_Avg,386.8,0,1493.2
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),swRadIn_Avg,195.5,-6.8,757.7
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),windSpd_Avg,4.2,1.1,9.1
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),windSpd_Min,2.9,0.5,6.7
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),windSpd_Max,5.6,1.4,11.7
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),windDir,201.2,81.4,315.5
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),dewPt_Avg,5.7,-1.8,10.5
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),vPress,0.9,0.5,1.3
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),vPressSat,2.1,1.3,3.2
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),airTemp_Min,16.6,10.3,25
BLBT,2025-10-23,2025,10,23,0.8,1,OK (>=90%),airTemp_Max,19,11.6,25.5
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),day,24,24,24
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),airTemp_Avg,12.5,5.2,18.6
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),rh,52.6,34.6,74.2
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),parDen_Avg,373.5,0,1481.6
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),swRadIn_Avg,189.6,-5.3,759.9
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),windSpd_Avg,2.1,0.7,4.3
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),windSpd_Min,1.3,0.2,2.9
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),windSpd_Max,2.9,1.4,5.8
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),windDir,203.4,77.4,326.3
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),dewPt_Avg,2.4,-0.8,6.2
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),vPress,0.7,0.6,1
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),vPressSat,1.5,0.9,2.2
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),airTemp_Min,11.7,4.8,18.3
BLBT,2025-10-24,2025,10,24,0,1,OK (>=90%),airTemp_Max,13.3,5.9,19
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),day,25,25,25
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),airTemp_Avg,11.2,2.9,20
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),rh,61.7,29.3,96.3
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),parDen_Avg,408.2,0,1466.1
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),swRadIn_Avg,209.8,-9.1,750.9
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),windSpd_Avg,2,0.6,3.5
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),windSpd_Min,1.3,0.3,2.3
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),windSpd_Max,2.7,0.9,5.1
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),windDir,175.2,79.7,329.8
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),dewPt_Avg,3,1.4,5.2
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),vPress,0.8,0.7,0.9
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),vPressSat,1.4,0.7,2.3
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),airTemp_Min,10.2,2.4,19.7
BLBT,2025-10-25,2025,10,25,0,1,OK (>=90%),airTemp_Max,12,3.3,20.3
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),day,26,26,26
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),airTemp_Avg,14.3,4.8,23.8
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),rh,45,24,73.7
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),parDen_Avg,396.2,0,1469.3
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),swRadIn_Avg,205.6,-3.8,756.3
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),windSpd_Avg,2,0.5,3.5
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),windSpd_Min,1.4,0.1,2.8
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),windSpd_Max,2.7,1.1,4.1
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),windDir,184.8,142.3,242.4
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),dewPt_Avg,1.4,0.6,2.5
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),vPress,0.7,0.6,0.7
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),vPressSat,1.7,0.9,2.9
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),airTemp_Min,13.2,4.5,23.7
BLBT,2025-10-26,2025,10,26,0,1,OK (>=90%),airTemp_Max,15.2,5.5,24.1
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),day,27,27,27
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),airTemp_Avg,16.1,7.2,25.4
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),rh,33.2,17.2,52.2
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),parDen_Avg,402,0,1451
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),swRadIn_Avg,209.4,-5.3,748.6
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),windSpd_Avg,2.3,0.9,4.5
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),windSpd_Min,1.5,0.3,3.2
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),windSpd_Max,3.2,1.4,5.9
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),windDir,212.3,77.1,294.4
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),dewPt_Avg,-0.9,-2.3,1.1
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),vPress,0.6,0.5,0.7
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),vPressSat,1.9,1,3.2
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),airTemp_Min,14.9,6.5,24.4
BLBT,2025-10-27,2025,10,27,0,1,OK (>=90%),airTemp_Max,17.2,8,26
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),day,28,28,28
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),airTemp_Avg,11.4,5.9,19.1
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),rh,31.7,11.6,61.5
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),parDen_Avg,400.1,0,1447.2
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),swRadIn_Avg,214.2,-5.3,764.4
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),windSpd_Avg,2.6,0.7,5.6
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),windSpd_Min,1.8,0.4,4
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),windSpd_Max,3.5,1.1,7.3
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),windDir,105.9,20.4,273.5
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),dewPt_Avg,-6.8,-11.6,-0.6
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),vPress,0.4,0.3,0.6
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),vPressSat,1.4,0.9,2.2
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),airTemp_Min,10.3,4.5,19
BLBT,2025-10-28,2025,10,28,0,1,OK (>=90%),airTemp_Max,12.7,6.4,19.2
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),day,29,29,29
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),airTemp_Avg,8.9,4.1,16.3
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),rh,35.4,20.4,55.2
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),parDen_Avg,396.8,0,1439.8
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),swRadIn_Avg,208.7,-4.5,746.7
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),windSpd_Avg,3.3,0.7,7.7
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),windSpd_Min,2.3,0.2,5.7
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),windSpd_Max,4.5,1.1,10.2
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),windDir,148.1,32.1,283.8
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),dewPt_Avg,-6.2,-9.5,-3
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),vPress,0.4,0.3,0.5
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),vPressSat,1.2,0.8,1.8
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),airTemp_Min,8.1,3.4,15.6
BLBT,2025-10-29,2025,10,29,0,1,OK (>=90%),airTemp_Max,9.6,4.3,16.7
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),day,30,30,30
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),airTemp_Avg,8.8,-1.7,20.2
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),rh,45.7,18.7,80.7
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),parDen_Avg,391.7,0,1426.8
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),swRadIn_Avg,204,-8.8,736.9
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),windSpd_Avg,1.5,0.7,2.5
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),windSpd_Min,1,0.3,2.3
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),windSpd_Max,2.1,1.1,3
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),windDir,160.4,39.6,299.6
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),dewPt_Avg,-3.8,-5,-2.6
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),vPress,0.5,0.4,0.5
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),vPressSat,1.2,0.5,2.4
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),airTemp_Min,7.8,-1.8,20
BLBT,2025-10-30,2025,10,30,0,1,OK (>=90%),airTemp_Max,9.8,-1.2,20.5
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),day,31,31,31
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),airTemp_Avg,11.2,-0.2,22.8
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),rh,40.8,18.7,73.4
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),parDen_Avg,357.8,0,1399.8
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),swRadIn_Avg,185.1,-8.1,725.1
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),windSpd_Avg,1.5,0.7,2.4
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),windSpd_Min,1,0.1,2.1
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),windSpd_Max,2,1.3,2.7
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),windDir,179.7,22.2,300.8
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),dewPt_Avg,-3,-4.4,-0.9
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),vPress,0.5,0.4,0.6
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),vPressSat,1.5,0.6,2.8
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),airTemp_Min,10.1,-0.7,22.6
BLBT,2025-10-31,2025,10,31,0,1,OK (>=90%),airTemp_Max,12.4,0.5,23.2
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),day,1,1,1
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),airTemp_Avg,9.5,0.9,19.2
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),rh,41,18.4,65.7
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),parDen_Avg,375,0,1399.8
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),swRadIn_Avg,195.7,-8.1,727.8
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),windSpd_Avg,1.7,0.6,2.9
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),windSpd_Min,1.1,0.3,2.1
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),windSpd_Max,2.3,0.8,3.9
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),windDir,158.3,38.4,257.3
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),dewPt_Avg,-4.3,-5.4,-2.5
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),vPress,0.4,0.4,0.5
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),vPressSat,1.3,0.7,2.2
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),airTemp_Min,8.3,0.5,19
BLBT,2025-11-01,2025,11,1,0,1,OK (>=90%),airTemp_Max,10.5,1.3,19.4
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),day,2,2,2
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),airTemp_Avg,11.4,1.2,22.6
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),rh,37.7,16.6,60.8
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),parDen_Avg,378.8,0,1396.9
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),swRadIn_Avg,196.1,-8.1,726.5
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),windSpd_Avg,1.5,0.4,2.7
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),windSpd_Min,1,0.1,2.3
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),windSpd_Max,2,0.8,3.1
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),windDir,212.8,119.7,308.3
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),dewPt_Avg,-4,-6.1,-0.6
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),vPress,0.5,0.4,0.6
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),vPressSat,1.5,0.7,2.7
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),airTemp_Min,10.2,-0,22.4
BLBT,2025-11-02,2025,11,2,0,1,OK (>=90%),airTemp_Max,12.5,2.2,22.8
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),day,3,3,3
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),airTemp_Avg,15.7,2.4,27.3
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),rh,34.6,16.9,67
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),parDen_Avg,374.3,0,1383.5
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),swRadIn_Avg,195.1,-3.6,711.9
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),windSpd_Avg,3.1,0.7,6.8
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),windSpd_Min,2.1,0.1,4.9
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),windSpd_Max,4.1,1.2,9
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),windDir,175.5,128.7,273.5
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),dewPt_Avg,-1.6,-3.2,0.4
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),vPress,0.5,0.5,0.6
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),vPressSat,2,0.7,3.6
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),airTemp_Min,14.7,1.3,27
BLBT,2025-11-03,2025,11,3,0,1,OK (>=90%),airTemp_Max,16.8,3.8,27.6
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),day,4,4,4
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),airTemp_Avg,14.6,5.6,25
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),rh,36,18.8,58.9
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),parDen_Avg,366.5,0,1370
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),swRadIn_Avg,192.9,-4.2,714.5
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),windSpd_Avg,1.7,0.8,4
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),windSpd_Min,1.1,0.1,3
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),windSpd_Max,2.3,1.2,5.1
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),windDir,177.7,114.2,277.8
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),dewPt_Avg,-1.3,-3.4,-0
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),vPress,0.6,0.5,0.6
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),vPressSat,1.8,0.9,3.2
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),airTemp_Min,13.4,5,24.8
BLBT,2025-11-04,2025,11,4,0,1,OK (>=90%),airTemp_Max,16,6.2,25.2
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),day,5,5,5
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),airTemp_Avg,10.9,1.2,22.1
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),rh,40.9,20.8,65.5
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),parDen_Avg,360.7,0,1351.5
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),swRadIn_Avg,192.1,-7.8,709.9
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),windSpd_Avg,1.6,0.7,2.4
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),windSpd_Min,1.1,0.1,2.2
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),windSpd_Max,2.1,1.1,3.1
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),windDir,183.8,92.7,285.4
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),dewPt_Avg,-3,-4.9,-0.9
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),vPress,0.5,0.4,0.6
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),vPressSat,1.4,0.7,2.7
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),airTemp_Min,9.6,0.7,22
BLBT,2025-11-05,2025,11,5,0,1,OK (>=90%),airTemp_Max,12,1.6,22.2
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),day,6,6,6
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),airTemp_Avg,13.9,3.3,24.5
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),rh,29.6,14.2,52.6
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),parDen_Avg,364.7,0,1356.7
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),swRadIn_Avg,192.7,-6.1,708.6
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),windSpd_Avg,2,0.7,5.6
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),windSpd_Min,1.3,0.2,4
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),windSpd_Max,2.7,1,7.4
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),windDir,209.4,66.1,307.5
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),dewPt_Avg,-5.1,-6.5,-3.5
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),vPress,0.4,0.4,0.5
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),vPressSat,1.7,0.8,3.1
BLBT,2025-11-06,2025,11,6,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
