station,date,year,month,day,precip_mm_day,coverage,quality_flag,variable,mean,min,max
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),airTemp_Avg,21.7,14,29.9
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),rh,34.8,18.1,57.6
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),parDen_Avg,518.7,0,1741.5
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),swRadIn_Avg,260.5,-4.3,872.8
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),windSpd_Avg,1.4,0.3,2.4
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),windSpd_Min,0.6,0,1.6
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),windSpd_Max,2.6,0.7,4.4
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),windDir,183.4,105.2,236.4
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),dewPt_Avg,4.4,1.8,7.1
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),vPress,0.8,0.7,1
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),vPressSat,2.7,1.6,4.2
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),airTemp_Min,20.8,12.8,29.6
GTDR,2024-09-26,2024,9,26,0,1,OK (>=90%),airTemp_Max,22.7,15,30.3
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),day,27,27,27
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),airTemp_Avg,23.4,14,31.7
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),rh,28.6,14.9,43.8
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),parDen_Avg,513.8,0,1723.2
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),swRadIn_Avg,259.3,-6,868.6
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),windSpd_Avg,1.8,0.8,4
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),windSpd_Min,0.6,0.1,1.6
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),windSpd_Max,3.3,1.4,6.5
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),windDir,164.6,70.7,260.2
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),dewPt_Avg,3.1,1.6,6.8
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),vPress,0.8,0.7,1
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),vPressSat,3,1.6,4.7
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),airTemp_Min,22.5,13,31.4
GTDR,2024-09-27,2024,9,27,0,1,OK (>=90%),airTemp_Max,24.2,14.8,32
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),day,28,28,28
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),airTemp_Avg,23.7,18.5,30.8
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),rh,33.4,18.4,48.6
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),parDen_Avg,457.6,0,1751.9
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),swRadIn_Avg,228.5,-5.6,878.5
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),windSpd_Avg,2.3,1.4,4.3
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),windSpd_Min,0.8,0.4,1.8
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),windSpd_Max,4.3,2.8,7.3
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),windDir,109.2,55.4,165.8
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),dewPt_Avg,6,3.6,8
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),vPress,0.9,0.8,1.1
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),vPressSat,3,2.1,4.4
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),airTemp_Min,23.1,17.9,30.1
GTDR,2024-09-28,2024,9,28,0,1,OK (>=90%),airTemp_Max,24.4,18.7,31.2
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),day,29,29,29
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),airTemp_Avg,22.4,15.5,29.2
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),rh,33.1,19.9,51.7
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),parDen_Avg,498.7,0,1700.2
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),swRadIn_Avg,248.7,-4.3,846.7
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),windSpd_Avg,1.8,0.5,3.5
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),windSpd_Min,0.7,0.1,2
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),windSpd_Max,3.1,1.2,5.3
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),windDir,169.4,109.6,242.1
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),dewPt_Avg,4.5,2,6.1
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),vPress,0.8,0.7,0.9
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),vPressSat,2.8,1.8,4
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),airTemp_Min,21.6,15.3,28.8
GTDR,2024-09-29,2024,9,29,0,1,OK (>=90%),airTemp_Max,23.1,15.6,29.7
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),day,30,30,30
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),airTemp_Avg,23.5,16.4,30.8
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),rh,26.3,17,36.8
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),parDen_Avg,460.8,0,1754.4
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),swRadIn_Avg,230.3,-4.6,881.3
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),windSpd_Avg,1.9,0.6,4.8
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),windSpd_Min,0.7,0.1,2.6
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),windSpd_Max,3.5,1.1,7.4
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),windDir,155.4,54.4,241.7
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),dewPt_Avg,2.7,0.8,4.6
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),vPress,0.7,0.6,0.9
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),vPressSat,3,1.9,4.5
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),airTemp_Min,22.7,15.8,30.5
GTDR,2024-09-30,2024,9,30,0,1,OK (>=90%),airTemp_Max,24.4,17.4,32.5
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),day,1,1,1
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),airTemp_Avg,19.7,13.7,26.6
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),rh,31.4,19.3,43.6
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),parDen_Avg,489.7,0,1675.3
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),swRadIn_Avg,245.9,-5.1,839.2
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),windSpd_Avg,3.2,0.8,6.9
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),windSpd_Min,1.3,0.2,3.3
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),windSpd_Max,5.4,1.6,10.4
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),windDir,104.3,70.1,164.6
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),dewPt_Avg,1.8,-0.1,5.5
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),vPress,0.7,0.6,0.9
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),vPressSat,2.3,1.6,3.5
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),airTemp_Min,18.9,13.4,26.1
GTDR,2024-10-01,2024,10,1,0,1,OK (>=90%),airTemp_Max,20.4,14.3,27
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),day,2,2,2
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),airTemp_Avg,20.4,11.4,27.9
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),rh,29.2,17.6,46.8
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),parDen_Avg,486.2,0,1669.4
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),swRadIn_Avg,244.9,-4,837.4
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),windSpd_Avg,2.1,0.7,4.6
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),windSpd_Min,0.9,0.2,2.8
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),windSpd_Max,3.6,1.4,6.9
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),windDir,197.3,128.6,251.7
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),dewPt_Avg,0.9,-0.7,2.7
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),vPress,0.7,0.6,0.7
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),vPressSat,2.5,1.3,3.8
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),airTemp_Min,19.7,10.5,27.8
GTDR,2024-10-02,2024,10,2,0,1,OK (>=90%),airTemp_Max,21.1,12.4,28.2
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),day,3,3,3
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),airTemp_Avg,21.3,14.6,28.8
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),rh,22.8,9.8,39.5
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),parDen_Avg,488.1,0,1675.8
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),swRadIn_Avg,250.2,-4.9,856.6
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),windSpd_Avg,1.9,0.8,4.2
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),windSpd_Min,0.8,0.1,2.7
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),windSpd_Max,3.3,1.4,6
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),windDir,176.7,69.4,262
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),dewPt_Avg,-2,-7.4,1.7
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),vPress,0.5,0.4,0.7
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),vPressSat,2.6,1.7,4
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),airTemp_Min,20.4,14,28.6
GTDR,2024-10-03,2024,10,3,0,1,OK (>=90%),airTemp_Max,22.1,15.8,29
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),day,4,4,4
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),airTemp_Avg,21.8,15.7,29.1
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),rh,28.9,15.9,42.2
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),parDen_Avg,448.2,0,1639
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),swRadIn_Avg,225.9,-5.3,829
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),windSpd_Avg,2.8,0.7,5.2
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),windSpd_Min,1.2,0.2,2.6
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),windSpd_Max,4.9,1.6,8.7
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),windDir,132.3,66,233.8
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),dewPt_Avg,2.3,-0.6,4.9
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),vPress,0.7,0.6,0.9
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),vPressSat,2.7,1.8,4
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),airTemp_Min,21.1,15.6,28
GTDR,2024-10-04,2024,10,4,0,1,OK (>=90%),airTemp_Max,22.6,16.1,29.9
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),day,5,5,5
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),airTemp_Avg,23,16,28.7
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),rh,23.4,12.7,41.9
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),parDen_Avg,466.1,0,1626.4
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),swRadIn_Avg,238.6,-6.3,832.1
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),windSpd_Avg,2.2,1.1,3.8
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),windSpd_Min,0.8,0.2,2.1
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),windSpd_Max,3.9,2.3,5.8
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),windDir,185.4,74.5,299.5
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),dewPt_Avg,-0.4,-5.8,4.1
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),vPress,0.6,0.4,0.8
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),vPressSat,2.9,1.8,3.9
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),airTemp_Min,22.4,15.8,28.6
GTDR,2024-10-05,2024,10,5,0,1,OK (>=90%),airTemp_Max,23.6,16.7,29
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),day,6,6,6
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),airTemp_Avg,21.2,11.8,27.9
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),rh,21.9,15.6,34.6
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),parDen_Avg,471.4,0,1621.5
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),swRadIn_Avg,240.7,-5.8,825.2
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),windSpd_Avg,2.1,0.6,4.5
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),windSpd_Min,0.7,0,2.3
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),windSpd_Max,3.8,1.4,7.3
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),windDir,127.7,54.9,246.6
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),dewPt_Avg,-1.8,-6.3,2
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),vPress,0.5,0.4,0.7
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),vPressSat,2.6,1.4,3.8
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),airTemp_Min,20.3,11,27.5
GTDR,2024-10-06,2024,10,6,0,1,OK (>=90%),airTemp_Max,22.1,12.5,28.4
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),day,7,7,7
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),airTemp_Avg,19.4,11.5,27.1
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),rh,29.6,16.3,50.9
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),parDen_Avg,459,0,1604
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),swRadIn_Avg,233.2,-4.2,808.1
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),windSpd_Avg,1.9,0.9,2.8
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),windSpd_Min,0.8,0,1.7
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),windSpd_Max,3.2,1.5,4.9
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),windDir,175.9,85.7,249
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),dewPt_Avg,0.2,-4.1,3.2
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),vPress,0.6,0.5,0.8
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),vPressSat,2.3,1.4,3.6
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),airTemp_Min,18.6,10.8,26.9
GTDR,2024-10-07,2024,10,7,0,1,OK (>=90%),airTemp_Max,20.1,12.4,27.7
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),day,8,8,8
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),airTemp_Avg,20.7,14.1,27.8
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),rh,29.6,12,53.9
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),parDen_Avg,460.8,0,1599.3
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),swRadIn_Avg,234.4,-5.1,806.3
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),windSpd_Avg,1.8,0.5,3.7
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),windSpd_Min,0.8,0.1,2.4
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),windSpd_Max,3.1,1,5.4
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),windDir,188.3,63.1,239.7
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),dewPt_Avg,1.1,-5.1,5.3
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),vPress,0.7,0.4,0.9
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),vPressSat,2.5,1.6,3.8
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),airTemp_Min,20,13.6,27.5
GTDR,2024-10-08,2024,10,8,0,1,OK (>=90%),airTemp_Max,21.5,14.6,28.3
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),day,9,9,9
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),airTemp_Avg,20.4,13.8,27.8
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),rh,27.1,14.2,42.7
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),parDen_Avg,454.6,0,1587.6
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),swRadIn_Avg,231.2,-4.7,804.5
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),windSpd_Avg,1.3,0.5,1.8
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),windSpd_Min,0.4,0,1
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),windSpd_Max,2.3,1.1,3.9
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),windDir,198,53.6,278.5
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),dewPt_Avg,-0.1,-3.9,2.3
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),vPress,0.6,0.5,0.7
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),vPressSat,2.5,1.6,3.7
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),airTemp_Min,19.3,13.1,27.3
GTDR,2024-10-09,2024,10,9,0,1,OK (>=90%),airTemp_Max,21.4,15,28.4
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),day,10,10,10
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),airTemp_Avg,19.3,11.4,27.4
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),rh,23,13.4,35.3
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),parDen_Avg,451.2,0,1583.2
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),swRadIn_Avg,229.9,-5.2,802.8
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),windSpd_Avg,1.5,0.7,2.3
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),windSpd_Min,0.6,0,1.7
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),windSpd_Max,2.6,1.3,5.3
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),windDir,198.1,105,275.9
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),dewPt_Avg,-3.1,-4.8,-1.1
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),vPress,0.5,0.4,0.6
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),vPressSat,2.3,1.3,3.6
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),airTemp_Min,18.2,10.8,27.1
GTDR,2024-10-10,2024,10,10,0,1,OK (>=90%),airTemp_Max,20.3,11.8,27.7
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),day,11,11,11
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),airTemp_Avg,19.1,10.9,28.1
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),rh,23.5,11.3,40.3
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),parDen_Avg,453,0,1594.8
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),swRadIn_Avg,231.4,-4.4,812.7
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),windSpd_Avg,1.2,0.5,2.2
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),windSpd_Min,0.5,0.1,1.7
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),windSpd_Max,2.1,1,3.4
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),windDir,210.5,158.5,277.8
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),dewPt_Avg,-3.3,-6.7,-0.6
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),vPress,0.5,0.4,0.6
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),vPressSat,2.3,1.3,3.8
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),airTemp_Min,18.1,9.8,27.7
GTDR,2024-10-11,2024,10,11,0,1,OK (>=90%),airTemp_Max,20.4,12.7,28.4
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),day,12,12,12
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),airTemp_Avg,19.5,12.1,28.2
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),rh,22.4,14,32
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),parDen_Avg,427.3,0,1572.2
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),swRadIn_Avg,215.5,-4.5,796.6
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),windSpd_Avg,1.3,0.3,2.2
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),windSpd_Min,0.6,0,1.7
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),windSpd_Max,2.3,0.8,3.8
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),windDir,202.8,127.3,239.5
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),dewPt_Avg,-3.1,-5.9,-1.8
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),vPress,0.5,0.4,0.5
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),vPressSat,2.4,1.4,3.8
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),airTemp_Min,18.6,11.7,27.6
GTDR,2024-10-12,2024,10,12,0,1,OK (>=90%),airTemp_Max,20.5,12.7,28.8
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),day,13,13,13
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),airTemp_Avg,20.1,13.4,27.7
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),rh,22.4,13.7,32.2
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),parDen_Avg,411.3,0,1486.6
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),swRadIn_Avg,209,-5.2,754.5
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),windSpd_Avg,1.4,0.4,2.5
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),windSpd_Min,0.5,0.1,1.2
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),windSpd_Max,2.5,0.8,4.3
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),windDir,185.7,84.1,272.4
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),dewPt_Avg,-2.7,-3.7,0.6
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),vPress,0.5,0.5,0.6
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),vPressSat,2.4,1.5,3.7
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),airTemp_Min,19.3,12.6,27.4
GTDR,2024-10-13,2024,10,13,0,1,OK (>=90%),airTemp_Max,20.9,14.5,28.1
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),day,14,14,14
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),airTemp_Avg,18.7,12.3,26.5
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),rh,30.2,12.3,63.5
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),parDen_Avg,434.9,0,1545.1
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),swRadIn_Avg,222.3,-4.4,787.7
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),windSpd_Avg,2.5,1.7,4.5
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),windSpd_Min,1.1,0.4,2.4
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),windSpd_Max,4.3,2.3,6.6
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),windDir,164.8,127.1,194.8
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),dewPt_Avg,-1.3,-7.2,6
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),vPress,0.6,0.4,0.9
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),vPressSat,2.3,1.4,3.5
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),bPress_Avg,NA,Inf,-Inf
GTDR,2024-10-14,2024,10,14,0,1,OK (>=90%),airTemp_Min,17.9,12.1,26.1
